,Type,Study Region,Contractor,Year,Value,k_labels,colors,Rank
875,Potable Reuse,Southern California,Metropolitan Water District of Southern California,2035,3,6,#CCCCFF,
876,Potable Reuse,Southern California,Mojave Water Agency,2035,3,6,#CCCCFF,
877,Potable Reuse,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2035,3,6,#CCCCFF,
878,Potable Reuse,Southern California,San Bernardino Valley Municipal Water District,2035,3,6,#CCCCFF,
879,Potable Reuse,Southern California,San Gabriel Valley Municipal Water District,2035,3,6,#CCCCFF,
880,Potable Reuse,Southern California,San Gorgonio Pass Water Agency,2035,3,6,#CCCCFF,
881,Potable Reuse,Southern California,Ventura County Watershed Protection District,2035,3,6,#CCCCFF,
882,Surface,Central Valley - Sacramento Valley,City of Folsom,2040,1,0,#F63366,
883,Surface,Central Valley - Sacramento Valley,City of Redding,2040,1,0,#F63366,
884,Surface,Central Valley - Sacramento Valley,City of Roseville,2040,1,0,#F63366,
885,Surface,Central Valley - Sacramento Valley,City of West Sacramento,2040,1,0,#F63366,
886,Surface,Central Valley - Sacramento Valley,Yuba City,2040,1,0,#F63366,
887,Surface,Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,1,0,#F63366,
888,Surface,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,1,0,#F63366,
889,Surface,Central Valley - Sacramento Valley,Placer County Water Agency,2040,1,0,#F63366,
890,Surface,Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,1,0,#F63366,
891,Surface,Central Valley - Sacramento Valley,San Juan Water District,2040,1,0,#F63366,
892,Surface,Central Valley - Sacramento Valley,Shasta Contractors,2040,1,0,#F63366,
893,Surface,Central Valley - Sacramento Valley,Solano County Water Agency,2040,1,0,#F63366,
894,Surface,Central Valley - San Joaquin Valley,City of Avenal,2040,1,0,#F63366,
895,Surface,Central Valley - San Joaquin Valley,City of Coalinga,2040,1,0,#F63366,
896,Surface,Central Valley - San Joaquin Valley,City of Fresno,2040,1,0,#F63366,
897,Surface,Central Valley - San Joaquin Valley,City of Huron,2040,1,0,#F63366,
898,Surface,Central Valley - San Joaquin Valley,City of Lindsay,2040,1,0,#F63366,
899,Surface,Central Valley - San Joaquin Valley,City of Orange Cove,2040,1,0,#F63366,
900,Surface,Central Valley - San Joaquin Valley,City of Tracy,2040,1,0,#F63366,
901,Surface,Central Valley - San Joaquin Valley,Kern County Water Agency,2040,1,0,#F63366,
902,Surface,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,1,0,#F63366,
903,Surface,Central Valley - San Joaquin Valley,Stockton-East Water District,2040,1,0,#F63366,
904,Surface,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,1,0,#F63366,
905,Surface,San Francisco Bay Area,Alameda County Water District,2040,1,0,#F63366,
906,Surface,San Francisco Bay Area,Contra Costa Water District,2040,1,0,#F63366,
907,Surface,San Francisco Bay Area,East Bay Municipal Utilities District,2040,1,0,#F63366,
908,Surface,San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,1,0,#F63366,
909,Surface,San Francisco Bay Area,Santa Clara Valley Water District,2040,1,0,#F63366,
910,Surface,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,1,0,#F63366,
911,Surface,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,1,0,#F63366,
912,Surface,Southern California,Antelope Valley-East Kern Water Agency,2040,1,0,#F63366,
913,Surface,Southern California,Santa Clarita Water Division,2040,1,0,#F63366,
914,Surface,Southern California,Coachella Valley Water District,2040,1,0,#F63366,
915,Surface,Southern California,Crestline-Lake Arrowhead Water Agency,2040,1,0,#F63366,
916,Surface,Southern California,Desert Water Agency,2040,1,0,#F63366,
917,Surface,Southern California,Metropolitan Water District of Southern California,2040,1,0,#F63366,
918,Surface,Southern California,Mojave Water Agency,2040,1,0,#F63366,
919,Surface,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,1,0,#F63366,
920,Surface,Southern California,San Bernardino Valley Municipal Water District,2040,1,0,#F63366,
921,Surface,Southern California,San Gabriel Valley Municipal Water District,2040,1,0,#F63366,
922,Surface,Southern California,San Gorgonio Pass Water Agency,2040,1,0,#F63366,
923,Surface,Southern California,Ventura County Watershed Protection District,2040,1,0,#F63366,
924,Groundwater,Central Valley - Sacramento Valley,City of Folsom,2040,2,1,#2BB1BB,
925,Groundwater,Central Valley - Sacramento Valley,City of Redding,2040,2,1,#2BB1BB,
926,Groundwater,Central Valley - Sacramento Valley,City of Roseville,2040,2,1,#2BB1BB,
927,Groundwater,Central Valley - Sacramento Valley,City of West Sacramento,2040,2,1,#2BB1BB,
928,Groundwater,Central Valley - Sacramento Valley,Yuba City,2040,2,1,#2BB1BB,
929,Groundwater,Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,2,1,#2BB1BB,
930,Groundwater,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,2,1,#2BB1BB,
931,Groundwater,Central Valley - Sacramento Valley,Placer County Water Agency,2040,2,1,#2BB1BB,
932,Groundwater,Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,2,1,#2BB1BB,
933,Groundwater,Central Valley - Sacramento Valley,San Juan Water District,2040,2,1,#2BB1BB,
934,Groundwater,Central Valley - Sacramento Valley,Shasta Contractors,2040,2,1,#2BB1BB,
935,Groundwater,Central Valley - Sacramento Valley,Solano County Water Agency,2040,2,1,#2BB1BB,
936,Groundwater,Central Valley - San Joaquin Valley,City of Avenal,2040,2,1,#2BB1BB,
937,Groundwater,Central Valley - San Joaquin Valley,City of Coalinga,2040,2,1,#2BB1BB,
938,Groundwater,Central Valley - San Joaquin Valley,City of Fresno,2040,2,1,#2BB1BB,
939,Groundwater,Central Valley - San Joaquin Valley,City of Huron,2040,2,1,#2BB1BB,
940,Groundwater,Central Valley - San Joaquin Valley,City of Lindsay,2040,2,1,#2BB1BB,
941,Groundwater,Central Valley - San Joaquin Valley,City of Orange Cove,2040,2,1,#2BB1BB,
942,Groundwater,Central Valley - San Joaquin Valley,City of Tracy,2040,2,1,#2BB1BB,
943,Groundwater,Central Valley - San Joaquin Valley,Kern County Water Agency,2040,2,1,#2BB1BB,
944,Groundwater,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,2,1,#2BB1BB,
945,Groundwater,Central Valley - San Joaquin Valley,Stockton-East Water District,2040,2,1,#2BB1BB,
946,Groundwater,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,2,1,#2BB1BB,
947,Groundwater,San Francisco Bay Area,Alameda County Water District,2040,2,1,#2BB1BB,
948,Groundwater,San Francisco Bay Area,Contra Costa Water District,2040,2,1,#2BB1BB,
949,Groundwater,San Francisco Bay Area,East Bay Municipal Utilities District,2040,2,1,#2BB1BB,
950,Groundwater,San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,2,1,#2BB1BB,
951,Groundwater,San Francisco Bay Area,Santa Clara Valley Water District,2040,2,1,#2BB1BB,
952,Groundwater,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,2,1,#2BB1BB,
953,Groundwater,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,2,1,#2BB1BB,
954,Groundwater,Southern California,Antelope Valley-East Kern Water Agency,2040,2,1,#2BB1BB,
955,Groundwater,Southern California,Santa Clarita Water Division,2040,2,1,#2BB1BB,
956,Groundwater,Southern California,Coachella Valley Water District,2040,2,1,#2BB1BB,
957,Groundwater,Southern California,Crestline-Lake Arrowhead Water Agency,2040,2,1,#2BB1BB,
958,Groundwater,Southern California,Desert Water Agency,2040,2,1,#2BB1BB,
959,Groundwater,Southern California,Metropolitan Water District of Southern California,2040,2,1,#2BB1BB,
960,Groundwater,Southern California,Mojave Water Agency,2040,2,1,#2BB1BB,
961,Groundwater,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,2,1,#2BB1BB,
962,Groundwater,Southern California,San Bernardino Valley Municipal Water District,2040,2,1,#2BB1BB,
963,Groundwater,Southern California,San Gabriel Valley Municipal Water District,2040,2,1,#2BB1BB,
964,Groundwater,Southern California,San Gorgonio Pass Water Agency,2040,2,1,#2BB1BB,
965,Groundwater,Southern California,Ventura County Watershed Protection District,2040,2,1,#2BB1BB,
966,Desalination,Central Valley - Sacramento Valley,City of Folsom,2040,3,2,#22466B,
967,Desalination,Central Valley - Sacramento Valley,City of Redding,2040,3,2,#22466B,
968,Desalination,Central Valley - Sacramento Valley,City of Roseville,2040,3,2,#22466B,
969,Desalination,Central Valley - Sacramento Valley,City of West Sacramento,2040,3,2,#22466B,
970,Desalination,Central Valley - Sacramento Valley,Yuba City,2040,3,2,#22466B,
971,Desalination,Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,3,2,#22466B,
972,Desalination,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,3,2,#22466B,
973,Desalination,Central Valley - Sacramento Valley,Placer County Water Agency,2040,3,2,#22466B,
974,Desalination,Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,3,2,#22466B,
975,Desalination,Central Valley - Sacramento Valley,San Juan Water District,2040,3,2,#22466B,
976,Desalination,Central Valley - Sacramento Valley,Shasta Contractors,2040,3,2,#22466B,
977,Desalination,Central Valley - Sacramento Valley,Solano County Water Agency,2040,3,2,#22466B,
978,Desalination,Central Valley - San Joaquin Valley,City of Avenal,2040,3,2,#22466B,
979,Desalination,Central Valley - San Joaquin Valley,City of Coalinga,2040,3,2,#22466B,
980,Desalination,Central Valley - San Joaquin Valley,City of Fresno,2040,3,2,#22466B,
981,Desalination,Central Valley - San Joaquin Valley,City of Huron,2040,3,2,#22466B,
982,Desalination,Central Valley - San Joaquin Valley,City of Lindsay,2040,3,2,#22466B,
983,Desalination,Central Valley - San Joaquin Valley,City of Orange Cove,2040,3,2,#22466B,
984,Desalination,Central Valley - San Joaquin Valley,City of Tracy,2040,3,2,#22466B,
985,Desalination,Central Valley - San Joaquin Valley,Kern County Water Agency,2040,3,2,#22466B,
986,Desalination,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,3,2,#22466B,
987,Desalination,Central Valley - San Joaquin Valley,Stockton-East Water District,2040,3,2,#22466B,
988,Desalination,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,3,2,#22466B,
989,Desalination,San Francisco Bay Area,Alameda County Water District,2040,3,2,#22466B,
990,Desalination,San Francisco Bay Area,Contra Costa Water District,2040,3,2,#22466B,
991,Desalination,San Francisco Bay Area,East Bay Municipal Utilities District,2040,3,2,#22466B,
992,Desalination,San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,3,2,#22466B,
993,Desalination,San Francisco Bay Area,Santa Clara Valley Water District,2040,3,2,#22466B,
994,Desalination,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,3,2,#22466B,
995,Desalination,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,3,2,#22466B,
996,Desalination,Southern California,Antelope Valley-East Kern Water Agency,2040,3,2,#22466B,
997,Desalination,Southern California,Santa Clarita Water Division,2040,3,2,#22466B,
998,Desalination,Southern California,Coachella Valley Water District,2040,3,2,#22466B,
999,Desalination,Southern California,Crestline-Lake Arrowhead Water Agency,2040,3,2,#22466B,
1000,Desalination,Southern California,Desert Water Agency,2040,3,2,#22466B,
1001,Desalination,Southern California,Metropolitan Water District of Southern California,2040,3,2,#22466B,
1002,Desalination,Southern California,Mojave Water Agency,2040,3,2,#22466B,
1003,Desalination,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,3,2,#22466B,
1004,Desalination,Southern California,San Bernardino Valley Municipal Water District,2040,3,2,#22466B,
1005,Desalination,Southern California,San Gabriel Valley Municipal Water District,2040,3,2,#22466B,
1006,Desalination,Southern California,San Gorgonio Pass Water Agency,2040,3,2,#22466B,
1007,Desalination,Southern California,Ventura County Watershed Protection District,2040,3,2,#22466B,
1008,Stormwater Capture,Central Valley - Sacramento Valley,City of Folsom,2040,1,3,#FF7F50,
1009,Stormwater Capture,Central Valley - Sacramento Valley,City of Redding,2040,1,3,#FF7F50,
1010,Stormwater Capture,Central Valley - Sacramento Valley,City of Roseville,2040,1,3,#FF7F50,
1011,Stormwater Capture,Central Valley - Sacramento Valley,City of West Sacramento,2040,1,3,#FF7F50,
1012,Stormwater Capture,Central Valley - Sacramento Valley,Yuba City,2040,1,3,#FF7F50,
1013,Stormwater Capture,Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,1,3,#FF7F50,
1014,Stormwater Capture,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,1,3,#FF7F50,
1015,Stormwater Capture,Central Valley - Sacramento Valley,Placer County Water Agency,2040,1,3,#FF7F50,
1016,Stormwater Capture,Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,1,3,#FF7F50,
1017,Stormwater Capture,Central Valley - Sacramento Valley,San Juan Water District,2040,1,3,#FF7F50,
1018,Stormwater Capture,Central Valley - Sacramento Valley,Shasta Contractors,2040,1,3,#FF7F50,
1019,Stormwater Capture,Central Valley - Sacramento Valley,Solano County Water Agency,2040,1,3,#FF7F50,
1020,Stormwater Capture,Central Valley - San Joaquin Valley,City of Avenal,2040,1,3,#FF7F50,
1021,Stormwater Capture,Central Valley - San Joaquin Valley,City of Coalinga,2040,1,3,#FF7F50,
1022,Stormwater Capture,Central Valley - San Joaquin Valley,City of Fresno,2040,1,3,#FF7F50,
1023,Stormwater Capture,Central Valley - San Joaquin Valley,City of Huron,2040,1,3,#FF7F50,
1024,Stormwater Capture,Central Valley - San Joaquin Valley,City of Lindsay,2040,1,3,#FF7F50,
1025,Stormwater Capture,Central Valley - San Joaquin Valley,City of Orange Cove,2040,1,3,#FF7F50,
1026,Stormwater Capture,Central Valley - San Joaquin Valley,City of Tracy,2040,1,3,#FF7F50,
1027,Stormwater Capture,Central Valley - San Joaquin Valley,Kern County Water Agency,2040,1,3,#FF7F50,
1028,Stormwater Capture,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,1,3,#FF7F50,
1029,Stormwater Capture,Central Valley - San Joaquin Valley,Stockton-East Water District,2040,1,3,#FF7F50,
1030,Stormwater Capture,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,1,3,#FF7F50,
1031,Stormwater Capture,San Francisco Bay Area,Alameda County Water District,2040,1,3,#FF7F50,
1032,Stormwater Capture,San Francisco Bay Area,Contra Costa Water District,2040,1,3,#FF7F50,
1033,Stormwater Capture,San Francisco Bay Area,East Bay Municipal Utilities District,2040,1,3,#FF7F50,
1034,Stormwater Capture,San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,1,3,#FF7F50,
1035,Stormwater Capture,San Francisco Bay Area,Santa Clara Valley Water District,2040,1,3,#FF7F50,
1036,Stormwater Capture,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,1,3,#FF7F50,
1037,Stormwater Capture,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,1,3,#FF7F50,
1038,Stormwater Capture,Southern California,Antelope Valley-East Kern Water Agency,2040,1,3,#FF7F50,
1039,Stormwater Capture,Southern California,Santa Clarita Water Division,2040,1,3,#FF7F50,
1040,Stormwater Capture,Southern California,Coachella Valley Water District,2040,1,3,#FF7F50,
1041,Stormwater Capture,Southern California,Crestline-Lake Arrowhead Water Agency,2040,1,3,#FF7F50,
1042,Stormwater Capture,Southern California,Desert Water Agency,2040,1,3,#FF7F50,
1043,Stormwater Capture,Southern California,Metropolitan Water District of Southern California,2040,1,3,#FF7F50,
1044,Stormwater Capture,Southern California,Mojave Water Agency,2040,1,3,#FF7F50,
1045,Stormwater Capture,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,1,3,#FF7F50,
1046,Stormwater Capture,Southern California,San Bernardino Valley Municipal Water District,2040,1,3,#FF7F50,
1047,Stormwater Capture,Southern California,San Gabriel Valley Municipal Water District,2040,1,3,#FF7F50,
1048,Stormwater Capture,Southern California,San Gorgonio Pass Water Agency,2040,1,3,#FF7F50,
1049,Stormwater Capture,Southern California,Ventura County Watershed Protection District,2040,1,3,#FF7F50,
1050,Contractual Transfers,Central Valley - Sacramento Valley,City of Folsom,2040,2,4,#DFFF00,
1051,Contractual Transfers,Central Valley - Sacramento Valley,City of Redding,2040,2,4,#DFFF00,
1052,Contractual Transfers,Central Valley - Sacramento Valley,City of Roseville,2040,2,4,#DFFF00,
1053,Contractual Transfers,Central Valley - Sacramento Valley,City of West Sacramento,2040,2,4,#DFFF00,
1054,Contractual Transfers,Central Valley - Sacramento Valley,Yuba City,2040,2,4,#DFFF00,
1055,Contractual Transfers,Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,2,4,#DFFF00,
1056,Contractual Transfers,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,2,4,#DFFF00,
1057,Contractual Transfers,Central Valley - Sacramento Valley,Placer County Water Agency,2040,2,4,#DFFF00,
1058,Contractual Transfers,Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,2,4,#DFFF00,
1059,Contractual Transfers,Central Valley - Sacramento Valley,San Juan Water District,2040,2,4,#DFFF00,
1060,Contractual Transfers,Central Valley - Sacramento Valley,Shasta Contractors,2040,2,4,#DFFF00,
1061,Contractual Transfers,Central Valley - Sacramento Valley,Solano County Water Agency,2040,2,4,#DFFF00,
1062,Contractual Transfers,Central Valley - San Joaquin Valley,City of Avenal,2040,2,4,#DFFF00,
1063,Contractual Transfers,Central Valley - San Joaquin Valley,City of Coalinga,2040,2,4,#DFFF00,
1064,Contractual Transfers,Central Valley - San Joaquin Valley,City of Fresno,2040,2,4,#DFFF00,
1065,Contractual Transfers,Central Valley - San Joaquin Valley,City of Huron,2040,2,4,#DFFF00,
1066,Contractual Transfers,Central Valley - San Joaquin Valley,City of Lindsay,2040,2,4,#DFFF00,
1067,Contractual Transfers,Central Valley - San Joaquin Valley,City of Orange Cove,2040,2,4,#DFFF00,
1068,Contractual Transfers,Central Valley - San Joaquin Valley,City of Tracy,2040,2,4,#DFFF00,
1069,Contractual Transfers,Central Valley - San Joaquin Valley,Kern County Water Agency,2040,2,4,#DFFF00,
1070,Contractual Transfers,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,2,4,#DFFF00,
1071,Contractual Transfers,Central Valley - San Joaquin Valley,Stockton-East Water District,2040,2,4,#DFFF00,
1072,Contractual Transfers,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,2,4,#DFFF00,
1073,Contractual Transfers,San Francisco Bay Area,Alameda County Water District,2040,2,4,#DFFF00,
1074,Contractual Transfers,San Francisco Bay Area,Contra Costa Water District,2040,2,4,#DFFF00,
1075,Contractual Transfers,San Francisco Bay Area,East Bay Municipal Utilities District,2040,2,4,#DFFF00,
1076,Contractual Transfers,San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,2,4,#DFFF00,
1077,Contractual Transfers,San Francisco Bay Area,Santa Clara Valley Water District,2040,2,4,#DFFF00,
1078,Contractual Transfers,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,2,4,#DFFF00,
1079,Contractual Transfers,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,2,4,#DFFF00,
1080,Contractual Transfers,Southern California,Antelope Valley-East Kern Water Agency,2040,2,4,#DFFF00,
1081,Contractual Transfers,Southern California,Santa Clarita Water Division,2040,2,4,#DFFF00,
1082,Contractual Transfers,Southern California,Coachella Valley Water District,2040,2,4,#DFFF00,
1083,Contractual Transfers,Southern California,Crestline-Lake Arrowhead Water Agency,2040,2,4,#DFFF00,
1084,Contractual Transfers,Southern California,Desert Water Agency,2040,2,4,#DFFF00,
1085,Contractual Transfers,Southern California,Metropolitan Water District of Southern California,2040,2,4,#DFFF00,
1086,Contractual Transfers,Southern California,Mojave Water Agency,2040,2,4,#DFFF00,
1087,Contractual Transfers,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,2,4,#DFFF00,
1088,Contractual Transfers,Southern California,San Bernardino Valley Municipal Water District,2040,2,4,#DFFF00,
1089,Contractual Transfers,Southern California,San Gabriel Valley Municipal Water District,2040,2,4,#DFFF00,
1090,Contractual Transfers,Southern California,San Gorgonio Pass Water Agency,2040,2,4,#DFFF00,
1091,Contractual Transfers,Southern California,Ventura County Watershed Protection District,2040,2,4,#DFFF00,
1092,Recycling,Central Valley - Sacramento Valley,City of Folsom,2040,3,5,#6495ED,
1093,Recycling,Central Valley - Sacramento Valley,City of Redding,2040,3,5,#6495ED,
1094,Recycling,Central Valley - Sacramento Valley,City of Roseville,2040,3,5,#6495ED,
1095,Recycling,Central Valley - Sacramento Valley,City of West Sacramento,2040,3,5,#6495ED,
1096,Recycling,Central Valley - Sacramento Valley,Yuba City,2040,3,5,#6495ED,
1097,Recycling,Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,3,5,#6495ED,
1098,Recycling,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,3,5,#6495ED,
1099,Recycling,Central Valley - Sacramento Valley,Placer County Water Agency,2040,3,5,#6495ED,
1100,Recycling,Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,3,5,#6495ED,
1101,Recycling,Central Valley - Sacramento Valley,San Juan Water District,2040,3,5,#6495ED,
1102,Recycling,Central Valley - Sacramento Valley,Shasta Contractors,2040,3,5,#6495ED,
1103,Recycling,Central Valley - Sacramento Valley,Solano County Water Agency,2040,3,5,#6495ED,
1104,Recycling,Central Valley - San Joaquin Valley,City of Avenal,2040,3,5,#6495ED,
1105,Recycling,Central Valley - San Joaquin Valley,City of Coalinga,2040,3,5,#6495ED,
1106,Recycling,Central Valley - San Joaquin Valley,City of Fresno,2040,3,5,#6495ED,
1107,Recycling,Central Valley - San Joaquin Valley,City of Huron,2040,3,5,#6495ED,
1108,Recycling,Central Valley - San Joaquin Valley,City of Lindsay,2040,3,5,#6495ED,
1109,Recycling,Central Valley - San Joaquin Valley,City of Orange Cove,2040,3,5,#6495ED,
1110,Recycling,Central Valley - San Joaquin Valley,City of Tracy,2040,3,5,#6495ED,
1111,Recycling,Central Valley - San Joaquin Valley,Kern County Water Agency,2040,3,5,#6495ED,
1112,Recycling,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,3,5,#6495ED,
1113,Recycling,Central Valley - San Joaquin Valley,Stockton-East Water District,2040,3,5,#6495ED,
1114,Recycling,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,3,5,#6495ED,
1115,Recycling,San Francisco Bay Area,Alameda County Water District,2040,3,5,#6495ED,
1116,Recycling,San Francisco Bay Area,Contra Costa Water District,2040,3,5,#6495ED,
1117,Recycling,San Francisco Bay Area,East Bay Municipal Utilities District,2040,3,5,#6495ED,
1118,Recycling,San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,3,5,#6495ED,
1119,Recycling,San Francisco Bay Area,Santa Clara Valley Water District,2040,3,5,#6495ED,
1120,Recycling,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,3,5,#6495ED,
1121,Recycling,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,3,5,#6495ED,
1122,Recycling,Southern California,Antelope Valley-East Kern Water Agency,2040,3,5,#6495ED,
1123,Recycling,Southern California,Santa Clarita Water Division,2040,3,5,#6495ED,
1124,Recycling,Southern California,Coachella Valley Water District,2040,3,5,#6495ED,
1125,Recycling,Southern California,Crestline-Lake Arrowhead Water Agency,2040,3,5,#6495ED,
1126,Recycling,Southern California,Desert Water Agency,2040,3,5,#6495ED,
1127,Recycling,Southern California,Metropolitan Water District of Southern California,2040,3,5,#6495ED,
1128,Recycling,Southern California,Mojave Water Agency,2040,3,5,#6495ED,
1129,Recycling,Southern California,Palmdale Water District & Littlerock Creek Irrigation District,2040,3,5,#6495ED,
1130,Recycling,Southern California,San Bernardino Valley Municipal Water District,2040,3,5,#6495ED,
1131,Recycling,Southern California,San Gabriel Valley Municipal Water District,2040,3,5,#6495ED,
1132,Recycling,Southern California,San Gorgonio Pass Water Agency,2040,3,5,#6495ED,
1133,Recycling,Southern California,Ventura County Watershed Protection District,2040,3,5,#6495ED,
1134,Potable Reuse,Central Valley - Sacramento Valley,City of Folsom,2040,3,6,#CCCCFF,
1135,Potable Reuse,Central Valley - Sacramento Valley,City of Redding,2040,3,6,#CCCCFF,
1136,Potable Reuse,Central Valley - Sacramento Valley,City of Roseville,2040,3,6,#CCCCFF,
1137,Potable Reuse,Central Valley - Sacramento Valley,City of West Sacramento,2040,3,6,#CCCCFF,
1138,Potable Reuse,Central Valley - Sacramento Valley,Yuba City,2040,3,6,#CCCCFF,
1139,Potable Reuse,Central Valley - Sacramento Valley,El Dorado Irrigation District,2040,3,6,#CCCCFF,
1140,Potable Reuse,Central Valley - Sacramento Valley,Napa County Flood Control & Water Conservation District,2040,3,6,#CCCCFF,
1141,Potable Reuse,Central Valley - Sacramento Valley,Placer County Water Agency,2040,3,6,#CCCCFF,
1142,Potable Reuse,Central Valley - Sacramento Valley,Sacramento County Water Agency,2040,3,6,#CCCCFF,
1143,Potable Reuse,Central Valley - Sacramento Valley,San Juan Water District,2040,3,6,#CCCCFF,
1144,Potable Reuse,Central Valley - Sacramento Valley,Shasta Contractors,2040,3,6,#CCCCFF,
1145,Potable Reuse,Central Valley - Sacramento Valley,Solano County Water Agency,2040,3,6,#CCCCFF,
1146,Potable Reuse,Central Valley - San Joaquin Valley,City of Avenal,2040,3,6,#CCCCFF,
1147,Potable Reuse,Central Valley - San Joaquin Valley,City of Coalinga,2040,3,6,#CCCCFF,
1148,Potable Reuse,Central Valley - San Joaquin Valley,City of Fresno,2040,3,6,#CCCCFF,
1149,Potable Reuse,Central Valley - San Joaquin Valley,City of Huron,2040,3,6,#CCCCFF,
1150,Potable Reuse,Central Valley - San Joaquin Valley,City of Lindsay,2040,3,6,#CCCCFF,
1151,Potable Reuse,Central Valley - San Joaquin Valley,City of Orange Cove,2040,3,6,#CCCCFF,
1152,Potable Reuse,Central Valley - San Joaquin Valley,City of Tracy,2040,3,6,#CCCCFF,
1153,Potable Reuse,Central Valley - San Joaquin Valley,Kern County Water Agency,2040,3,6,#CCCCFF,
1154,Potable Reuse,Central Valley - San Joaquin Valley,Other Friant-Kern M&I Contractors,2040,3,6,#CCCCFF,
1155,Potable Reuse,Central Valley - San Joaquin Valley,Stockton-East Water District,2040,3,6,#CCCCFF,
1156,Potable Reuse,San Francisco Bay Area,"Alameda County Flood Control and Water Conservation District, Zone 7",2040,3,6,#CCCCFF,
1157,Potable Reuse,San Francisco Bay Area,Alameda County Water District,2040,3,6,#CCCCFF,
1158,Potable Reuse,San Francisco Bay Area,Contra Costa Water District,2040,3,6,#CCCCFF,
1159,Potable Reuse,San Francisco Bay Area,East Bay Municipal Utilities District,2040,3,6,#CCCCFF,
1160,Potable Reuse,San Francisco Bay Area,"San Benito County Water District, Zone 6",2040,3,6,#CCCCFF,
1161,Potable Reuse,San Francisco Bay Area,Santa Clara Valley Water District,2040,3,6,#CCCCFF,
1162,Potable Reuse,Central Coast,San Luis Obispo County Flood Control & Water Conservation District,2040,3,6,#CCCCFF,
1163,Potable Reuse,Central Coast,Santa Barbara County Flood Control & Water Conservation District,2040,3,6,#CCCCFF,
1164,Potable Reuse,Southern California,Antelope Valley-East Kern Water Agency,2040,3,6,#CCCCFF,
1165,Potable Reuse,Southern California,Santa Clarita Water Division,2040,3,6,#CCCCFF,
1166,Potable Reuse,Southern California,Coachella Valley Water District,2040,3,6,#CCCCFF,
1167,Potable Reuse,Southern California,Crestline-Lake Arrowhead Water Agency,2040,3,6,#CCCCFF,
1168,Potable Reuse,Southern California,Desert Water Agency,2040,3,6,#CCCCFF,
